song_id,song_title,artist,album,genre,release_date,duration,popularity,stream,language,explicit_content,label,composer,producer,collaboration
SP3474,It personal.,Robert Barton,Star.,Pop,12/03/2007,121,31,82093017,English,Yes,Def Jam,Christina Larsen,Andrew Salazar,Sandra Patel
SP3475,Laugh drop.,Bruce Hardy,Later.,Jazz,05/10/2006,279,25,89090872,English,No,Def Jam,Lucas Stark,Cynthia James,Courtney Mckenzie
SP3476,Maintain difference right.,Derrick May,Air scene.,Folk,27/03/2003,184,76,66436836,English,No,Sony Music,Shawn Gentry,Carlos Collins,Cynthia Miller
SP3477,Believe air.,Alejandro Roach,Guess.,Hip-Hop,16/08/1997,225,16,26455989,English,Yes,Indie,Christopher Rodriguez,Daniel Smith,Brittany Bailey
SP3478,Sing region appear.,Katie Fitzpatrick,Book choice.,Electronic,29/09/1997,155,34,9545463,English,Yes,Universal Music,Mary Haynes,Brenda Martin,Candice Phillips
SP3479,Top civil degree.,Jordan White,Activity.,Country,22/09/2020,248,35,97909886,English,Yes,Sony Music,Jordan Perkins,Kim Simmons,Diane Yang
SP3480,Customer discuss whatever.,Melissa Rivera,Structure drop.,Electronic,05/09/2015,278,85,84907299,English,Yes,Sony Music,Sarah Keller,Amber Adams MD,Steven Houston
SP3481,Build unit.,Michael Ryan,Ahead decide.,Electronic,07/03/1995,208,44,94493417,English,Yes,Sony Music,Karen Skinner,Dr. Sherry Black,Adrian Good
SP3482,Message guy.,Crystal Martinez,Force.,Country,25/01/2014,214,31,27546289,English,No,Def Jam,Ashley Smith,Heather Baxter,Laura Phillips
SP3483,Follow develop.,Fred Howard,System free.,Electronic,22/08/2010,243,71,65135578,English,Yes,Def Jam,Richard Herring,Sarah Floyd,Keith Williams
SP3484,By least.,Maria Riley,Program.,Electronic,03/05/2000,248,45,23378196,English,No,Atlantic Records,Dawn Beltran,Cassandra Mayo,Logan Cochran
SP3485,Approach situation energy.,Angel Baird,Require improve.,Pop,05/08/2003,301,55,89077895,English,Yes,Universal Music,Alex Palmer,Robert Jones,Bianca Wilson
SP3486,Sort book population.,Christopher Johnson,Take over.,Classical,17/10/2007,248,35,47254950,English,Yes,Universal Music,Dr. David Anderson,Veronica Novak,Matthew English
SP3487,Across.,Scott Lowery,Size.,Folk,09/06/1995,214,53,21155828,English,No,Universal Music,Keith Butler,Jason Dunn,Devin Brown
SP3488,Majority those air.,Mr. Aaron Ramirez,Recognize cultural.,Electronic,28/07/2020,306,9,38867505,English,Yes,Sony Music,Sandra Smith,Anna Gonzales,David Boyle
SP3489,Institution send issue.,Russell Cherry,Example push.,Pop,07/02/2003,243,15,84725579,Korean,Yes,Def Jam,Mark Pittman,Kathryn Carter,Javier Terry
SP3490,Material film.,Elizabeth Nguyen,Keep prepare.,Electronic,12/10/1995,247,85,70799284,English,No,Indie,Anthony Hill,Emily Tapia,Makayla Ward
SP3491,Accept public call.,Derek Conrad,Message.,R&B,21/10/1999,228,63,41418670,English,No,Sony Music,Elizabeth Moss,Alyssa Mcguire,Whitney Wilkerson
SP3492,Mother major station at.,Patrick Lara,Skill.,Pop,30/12/1998,185,69,78901421,English,No,Universal Music,Alison Martinez,Misty Powell,Kimberly Morgan
SP3493,Movement service create.,Bonnie Herrera,Within.,Country,26/08/2015,255,57,18181196,Italian,Yes,Warner Music,Yvonne Ross,Tammy Stephens,Nicole Lopez
SP3494,Left along.,Brent Guzman,Alone.,Classical,04/02/2010,224,14,65420569,Spanish,Yes,Atlantic Records,Frank Hammond,Amanda Underwood,Jose James
SP3495,Such together born.,David Hernandez,Thought.,Pop,18/02/2004,199,54,66329389,English,Yes,Def Jam,Jared Allen,Joseph Bond,Amy Palmer
SP3496,Agency top.,Jeffrey Mcgee,Everything.,Pop,17/05/2004,238,82,83439814,Spanish,No,Def Jam,Nicole Lucas,Steven Bond,Peter Berger
SP3497,Nature politics war sing.,Emily Sanchez,While see.,Pop,22/07/1997,295,72,12305659,English,No,Atlantic Records,Ashley Marshall,Kristen Davis,Jonathon Ortega
SP3498,Response station hand.,Edward Harmon,Garden.,Pop,13/12/2019,188,7,44687157,English,Yes,Indie,Courtney Ray,Connie Stewart,Jennifer Sellers
SP3499,Whose memory research.,Richard Bailey,True.,Electronic,27/12/1999,195,85,87189109,English,Yes,Def Jam,Stephanie Cook,Erin White,Megan Ryan
SP3500,New information.,Felicia Ramos,Foreign room.,Pop,31/10/2011,286,21,44909615,English,Yes,Indie,Andrea Moody,Mary Dennis DDS,Tammy Davidson
SP3501,Among want.,Steven Wells,By course.,Hip-Hop,01/03/1997,299,99,84220438,English,Yes,Def Jam,Jason Ross,Shannon Williamson,Billy Vargas
SP3502,Per source.,Eric Butler,Attack.,Hip-Hop,23/03/1996,272,36,37073360,English,Yes,Indie,Madeline Patel,Alicia Small,Alexandra Ellis
SP3503,Though population Mr everything.,Melissa Dalton,Way.,Pop,24/10/2000,268,77,94178952,English,Yes,Sony Music,Courtney Leonard,Melissa Duarte,Alexis Hernandez
SP3504,Article foreign.,Daniel Wilson,Will.,Pop,15/06/2023,219,17,84411627,English,Yes,Warner Music,Aaron Rocha,John Hall,Mark Boyd
SP3505,Do body style let.,Melissa Perez,Up.,Pop,27/11/2001,234,40,56061903,Spanish,No,Warner Music,Anthony Turner,Natalie Wiley,Ruth Yang
SP3506,Laugh he reduce.,Richard Reese,Child clear.,Country,04/02/2014,290,13,41498701,Korean,Yes,Sony Music,Kim Wolf,Rodney Cannon,Shawn Webster III
SP3507,Population that.,Shannon Bentley,Oil.,R&B,04/04/2001,324,86,71776102,English,No,Def Jam,Daisy Patel,Mason Shaffer,Wayne Phillips
SP3508,Rich soon floor.,Brandon Jordan,Modern support.,Folk,22/08/2023,253,93,76179826,English,No,Sony Music,Connor Guzman,Michael Andersen,Kayla Franklin
SP3509,Business trip.,Zachary Taylor,Admit.,Hip-Hop,11/04/2009,304,59,28816264,Korean,Yes,Sony Music,Lisa Black,Drew Meyer,Lauren Ramsey
SP3510,Science.,James Sims,Network recent.,Hip-Hop,27/11/1999,239,48,88628104,Italian,Yes,Sony Music,Julia Rhodes,Tammy Robinson,Christine Ramirez
SP3511,Central who along.,Laura Perry,Worker serious.,Hip-Hop,08/01/2010,287,12,27677081,English,No,Universal Music,Ryan Harvey,Richard Harrison,Elizabeth Dennis
SP3512,Upon management.,Jeffrey Barber,Approach.,Electronic,14/02/2000,228,63,49633234,English,No,Warner Music,Jesse Kim,Annette English,Jennifer Acosta
SP3513,Enter modern space.,Keith Rodgers,Perform hit.,Electronic,29/08/2012,165,53,75739331,English,Yes,Def Jam,Carrie Newman,Kimberly Gardner,Brittany Brown
SP3514,Generation white laugh state.,Steven Hunt,Article bring.,Electronic,30/12/2007,304,76,16112076,English,No,Def Jam,Bianca Adams,Wesley Christensen,Rick Daniel
SP3515,Growth.,Kevin Olsen,Travel.,Hip-Hop,26/11/1995,230,10,73678493,English,No,Indie,David Hunter,Gabriela Oliver,Donald Ramirez
SP3516,Check.,Wendy Mcgee,Safe class.,Country,31/12/2011,267,30,61060002,German,No,Atlantic Records,Madison Khan,David Santiago,John Bowen
SP3517,Source.,Sherry Humphrey,Blue.,R&B,14/05/2004,290,28,19225579,English,Yes,Warner Music,Christina Wallace,Ray Hill,Michael Thompson
SP3518,Piece instead.,Todd Johnson,Almost.,Pop,28/08/2013,204,67,48849118,Spanish,Yes,Atlantic Records,Sarah Wagner,Mary Oconnor,Lisa Oneal
SP3519,Window action every.,Anna Rowe,Create.,Pop,13/07/2013,202,67,28840753,English,No,Warner Music,Thomas Fitzgerald,Beth Alvarez,Jennifer Brown
SP3520,Month base.,Christina Thompson,Reduce option.,Jazz,21/02/2005,299,42,38246114,English,Yes,Def Jam,Michael Little,Jacqueline White,Kyle Brooks
SP3521,Write standard bad.,Andrew Weber,Campaign wide.,Hip-Hop,19/08/2011,246,21,11538637,Korean,Yes,Universal Music,Stanley Horne,Colleen Morris,Chelsea Burgess
SP3522,Draw single.,Matthew Brown,Economic.,Hip-Hop,31/08/2011,175,81,21639927,English,No,Sony Music,Gary Hickman,Jeffrey Stewart,Michael Hernandez
SP3523,Fact woman.,Tracy Castro,Trip.,Electronic,07/08/2023,280,21,32463466,English,No,Sony Music,Jonathan Wells,John Davis,Samantha Gonzalez
SP3524,Stay eat.,Kevin Brown DDS,No analysis.,Electronic,19/03/2010,224,67,94174733,English,Yes,Warner Music,Miss Shawna Gilbert,Anthony Mcdonald,Danielle Walker
SP3525,Simple common.,Timothy Young,Light research.,Hip-Hop,20/06/2013,255,98,79080950,English,No,Atlantic Records,Janice Martin,Anthony Campbell,Jessica Rasmussen
SP3526,Chair network art message.,Christopher Hodge,Physical.,Hip-Hop,03/03/2000,217,47,99515833,English,Yes,Atlantic Records,Gregory Perez,Anthony Bowers,Ryan Carter
SP3527,Phone democratic already.,Stephen Pacheco,Water character.,Country,12/01/2016,264,52,7721076,French,No,Universal Music,David Davis,Amy Garcia,Christy Russell
SP3528,Guess skill road.,Cynthia Patterson,Prevent production.,Classical,17/07/2017,244,13,49454814,English,Yes,Universal Music,Pamela Dawson,Dennis Robertson,Jesse Hurst
SP3529,Well.,Kristy Thomas,Me.,Pop,16/01/1999,241,21,46002746,English,No,Sony Music,Rodney Reed,Jordan Zuniga,Kevin Pearson
SP3530,Society range information.,Andrew Wang,Sport strong.,Electronic,13/09/2024,183,12,5802326,German,Yes,Indie,Nicole Davila,Felicia Thompson,Charles Cole
SP3531,Discover room.,Joshua Meyers,Citizen.,Hip-Hop,12/07/2012,236,72,53315946,English,Yes,Def Jam,Jason Parker,Sara White,Destiny Smith
SP3532,May popular.,Samantha Jones,Likely.,Hip-Hop,10/07/2014,225,83,43073830,English,Yes,Indie,Cheryl Espinoza,Michelle Harrington,Jordan Smith
SP3533,Food control.,Dana Mendoza,Opportunity again.,Hip-Hop,02/06/2018,148,90,10681940,English,Yes,Indie,Sean Rodriguez,Bryan Cain,Richard Ruiz
SP3534,Product growth.,Martin Cortez,On recognize.,Pop,06/05/2021,193,51,38123068,English,No,Sony Music,Ruth Nelson,Adriana Fuentes,Cynthia Leach
SP3535,Dog current base hand.,Kayla Banks,Stop.,Folk,22/02/2004,210,83,13320501,English,Yes,Atlantic Records,Crystal Russell,Kyle Perez,Allen Hunter
SP3536,Direction yeah.,Donna Baxter,Home collection.,Classical,16/02/2008,269,55,74985629,English,No,Warner Music,Lindsay Erickson,Rachael Carter,Kayla Cooke
SP3537,Various create.,Amy Spencer,North.,Pop,27/10/1995,208,56,66989184,English,Yes,Indie,Emily Lewis,Bruce Steele,Mr. Eddie Adams
SP3538,Benefit deep film.,Mrs. Catherine Lee,Detail which.,Pop,04/05/2010,139,74,39725538,English,No,Universal Music,Eric Tran,Lisa Moore,Michael Levy
SP3539,Call decide gas.,Samantha Hernandez,Audience.,Country,17/11/2011,173,12,94863692,English,No,Atlantic Records,Gregory Rodgers,Sara Robinson,Matthew Cherry
SP3540,Exist clearly statement.,Nicholas Parker,College impact.,Hip-Hop,10/06/2009,288,93,41449064,English,No,Atlantic Records,Andrew Vasquez,Mark Munoz,Victor Blake
SP3541,Administration offer economic.,Courtney Steele,Kind entire.,Folk,04/08/2015,231,76,50134587,English,No,Universal Music,Angela Kennedy,Jake Johnson,Christian Proctor
SP3542,Chance assume.,Barbara Pollard,As green.,Electronic,17/01/2020,277,98,95472197,English,No,Universal Music,Christine Dixon,Joshua Hughes,Sean Perez
SP3543,Whom reality.,Tim Adams,Economic Republican.,Classical,19/08/2017,216,23,70608039,English,No,Universal Music,Edward Bryant,Andrea Olson,Christopher Matthews
SP3544,Mind above capital.,Dylan Hall,Action nearly.,Jazz,01/04/2022,297,30,87732327,English,No,Indie,Nicholas Ward,Aaron Spears,Pamela Avila
SP3545,Actually everybody.,Cameron Garrett,Early major.,Classical,30/10/2019,198,30,53697859,Spanish,Yes,Universal Music,Brian Bailey,Walter Padilla,Steven Bauer
SP3546,Thus test.,Jose Moody,This consider.,Electronic,29/03/1996,352,11,85867649,English,No,Atlantic Records,Mark Wagner,Alan Williams,Rachel Woods
SP3547,Often Congress nation.,Oscar Ross,Future best.,Electronic,12/03/2024,316,35,88700270,English,No,Universal Music,Norma Kerr,Lindsey Coleman,Jennifer Murphy
SP3548,He visit other.,Lucas Cooper,Picture happy.,R&B,10/08/2020,176,75,48615935,English,No,Warner Music,Laura Murphy,Margaret Ball,Michael Davis
SP3549,Successful.,Jessica Bryant,Determine.,Pop,04/08/1998,195,78,2184472,Italian,No,Indie,Steven Cook,Vincent Wilson,Daniel Hawkins
SP3550,Magazine seven.,Jennifer Harmon,Choice.,Hip-Hop,28/03/2020,232,73,89734497,French,No,Universal Music,Sharon Mckinney,Edwin Jones,Tiffany Thompson
SP3551,Food again.,Sean Martin,Rise shake.,Hip-Hop,06/08/2024,278,62,30769972,English,No,Sony Music,Brandi Macias,Joel Duke,Mary Smith
SP3552,Where you.,Brian Flores,Picture behavior.,Pop,22/06/2011,296,91,28644892,Spanish,Yes,Warner Music,Christopher Brown,Denise Smith,Anna Wyatt
SP3553,Agency space.,Christopher Macias,This our.,Hip-Hop,07/07/2017,214,70,28900985,English,No,Warner Music,Robert Becker,Jeffrey Davis,Barbara Meyer
SP3554,Its again.,Nicholas Wallace,Research.,Hip-Hop,03/08/2007,259,93,65591964,French,No,Def Jam,Ashley Powell,David Mitchell,Stephen Hunter
SP3555,Accept per.,Justin Wong,Open structure.,Pop,18/03/2019,117,10,95572777,English,No,Def Jam,William Harris,Chris Bond,Nathan Acosta
SP3556,Size part its even.,Mary Benson,High who.,Hip-Hop,16/02/2013,267,48,97413740,English,No,Indie,Joseph Gilbert,Tracy Cortez,Travis Weaver
SP3557,Soldier from.,Kara Holland,Music least.,Electronic,07/08/2011,162,67,88587789,English,Yes,Atlantic Records,Dustin Martinez,Michael Perkins,Janice Davis
SP3558,Seem town.,Ryan Johnson,Eye story.,Jazz,03/11/2001,278,10,26785373,English,No,Sony Music,Michael Thompson,Sandra Hill,Sarah Jones
SP3559,Visit experience artist.,Natasha Vargas,Range nice.,Pop,14/07/1998,231,30,71890235,English,No,Indie,Mikayla Ross,Carolyn Berger,Kimberly Johnson
SP3560,Unit education.,Brandi Johnson DVM,View company.,Jazz,30/09/2008,285,93,50943979,English,Yes,Def Jam,Danielle Baxter,Brandon Schaefer,Jordan Robbins
SP3561,Southern specific.,Yolanda Miranda,Five.,Pop,13/09/2009,220,59,24983646,English,Yes,Universal Music,Lisa Thornton,Alison Williams,Kelly Thompson
SP3562,Right quality.,Leslie Padilla,Thing.,Hip-Hop,14/08/1997,266,53,56266227,Spanish,Yes,Sony Music,Lisa Murphy,Lori Phillips,Charles Terrell
SP3563,Range hotel vote.,Christina Lopez,Others year.,Hip-Hop,31/05/1995,234,33,88376860,Spanish,No,Universal Music,Amanda Shelton,Brandy Martinez,Jesse Cooper
SP3564,Consumer question.,Alicia Wong,Woman day.,Hip-Hop,13/03/2006,208,14,49125386,English,Yes,Atlantic Records,Sharon Campbell,Ray Mcintyre,Bradley Dean
SP3565,Boy of collection.,Jeffrey Reed,Window.,Hip-Hop,28/03/2005,257,48,74955531,English,No,Atlantic Records,James Miller,Gwendolyn Bell,David Hamilton
SP3566,Staff billion.,Tammy Johnson,Try agency.,Pop,24/03/2002,244,55,99641824,Korean,Yes,Universal Music,Daniel Cooley,Elizabeth Mitchell,Maria Larson
SP3567,Little rule herself.,Christian Ward,Guy.,Classical,24/09/2002,235,39,17756298,English,Yes,Sony Music,Lindsey Graham,David Robertson,Vanessa Lambert
SP3568,Specific national market.,Sarah Taylor,Shoulder.,Hip-Hop,10/06/1995,191,53,44063687,English,No,Sony Music,Kathleen Roth,Mitchell Medina,Denise Thomas
SP3569,During around.,Bradley Bennett,Owner citizen.,Pop,24/02/2009,198,40,97743836,English,No,Universal Music,Eric Mckay,Cheryl Pollard,Angelica Simmons
SP3570,Response series.,Richard Hamilton,Set.,Electronic,24/04/2010,259,58,85487760,Korean,No,Warner Music,David Barnes,Richard Kelly,Becky Farmer
SP3571,Million issue mission.,Meghan Hardin,Rock pass.,Jazz,31/08/2008,200,61,99821128,French,No,Warner Music,Darlene Morris,Jillian Blair,Brittany Anderson
SP3572,Student operation understand four.,Patrick Lynch,Fine.,Folk,06/10/2017,273,46,38998623,English,No,Def Jam,Robert Harrison,Emily Cook,Denise Cox
SP3573,During.,Margaret Gonzalez,Agent.,Classical,18/07/2001,181,25,20365588,English,No,Indie,Becky Garcia,Adrian Orozco,Cory Winters
SP3574,Gun challenge let.,Robert Jackson,Produce.,Hip-Hop,18/05/2003,217,58,78578271,English,No,Warner Music,Anna Sharp,Tina Roy,Michael Soto
SP3575,Sense conference.,Cheryl Cook,Third doctor.,Pop,29/04/1997,161,78,23274023,English,Yes,Indie,Jessica Ryan,David Mckay,Brittney Klein
SP3576,Throw whole before.,Erin Huber,Last.,Electronic,17/06/2021,267,7,43523805,French,No,Warner Music,Sheryl Rivera,Jasmine Bryant,Angela Padilla
SP3577,Modern experience tend.,Robert Miller,Me check.,Classical,14/04/2018,287,46,71281716,English,Yes,Atlantic Records,Matthew Washington,Brandi Cross,Jessica Wong
SP3578,Again many.,Karina Obrien,This.,Electronic,03/07/2006,378,50,55968397,Spanish,Yes,Universal Music,Katherine Hart,Joseph Knight,Emily Murray
SP3579,Action.,Kimberly Cook,Month.,R&B,11/12/2007,276,27,86680564,English,Yes,Sony Music,Kristina Austin,Mr. Ronald Haas MD,Erin Martinez
SP3580,Rich help because.,Charles Jackson Jr.,Operation remain.,Pop,22/10/2006,259,6,83627448,Spanish,No,Def Jam,Michelle Booth,Brandon Spencer,Susan Coleman
SP3581,Focus data.,Jay Dean,Available bed.,Country,26/06/2002,268,89,73447152,English,No,Universal Music,Brianna Hawkins,Benjamin Smith,Angelica Evans
SP3582,Offer.,Allison Richardson,Must.,Folk,25/09/2023,232,18,15357584,English,Yes,Warner Music,David Jenkins,Brenda Hester,Mary Castillo
SP3583,Too field responsibility.,Rebecca Perry MD,Exactly.,Folk,04/06/2023,233,93,83082518,Korean,No,Universal Music,Dillon Hill,Justin Lambert,David Davis
SP3584,Stage Democrat.,Jennifer Johnson,Set hour.,Electronic,10/10/2021,263,61,49229607,English,No,Atlantic Records,Ashley Graham,Alexander Bond,Teresa Brown
SP3585,Clearly all.,Erica Buckley,According.,Hip-Hop,26/09/2022,302,61,71695033,English,No,Indie,Jessica Day,Matthew Clark,Michael Taylor
SP3586,Itself.,Alisha Williams,Third.,Electronic,10/07/2006,309,19,95363697,Spanish,No,Universal Music,Joseph White,Jessica Powell,Robert Franklin
SP3587,Yes body so.,Catherine Stein PhD,Society market.,Pop,28/11/1997,178,76,97140553,Italian,Yes,Atlantic Records,Angela Garrett,Maria Weber,Lisa Bruce
SP3588,Especially be weight.,Jacqueline Davis,Try city.,Pop,02/09/2006,384,20,65460860,English,Yes,Atlantic Records,Michael Howard,Heather Ball,Crystal Wilson
SP3589,Nice serve.,Stephen Smith,Music.,R&B,14/06/2011,244,49,39604925,English,No,Indie,Tony Bishop,Deborah Ross,Holly Donaldson
SP3590,Age section give.,Heather Carson,Form Republican.,Classical,07/06/2014,189,78,96632991,English,No,Sony Music,Kenneth Thompson,Tyler Peterson,Nancy Soto
SP3591,Teacher public conference.,Jasmin Gordon,Listen.,Electronic,06/05/2005,260,79,80524912,Spanish,Yes,Atlantic Records,Michael Brown,Angela Estes,Erika Richardson
SP3592,Education weight hit nearly.,Alexander Mason,Material.,Hip-Hop,07/12/1995,221,97,63481421,English,No,Universal Music,James Richardson,Mary Lawrence,Darlene Watts
SP3593,Throughout season.,Kimberly Jackson,Conference president.,Hip-Hop,17/09/2015,191,26,58607531,Spanish,Yes,Universal Music,Lorraine Wright,Ms. Martha Bailey,Rachel Shepherd
SP3594,American debate.,Jennifer Bauer,My almost.,Pop,30/07/2024,305,43,68964771,Spanish,Yes,Atlantic Records,Robert Sharp,Crystal West MD,Vanessa Cortez
SP3595,Drug sing.,Bethany Holloway,Maybe agency.,Electronic,02/11/1996,214,98,64143100,English,No,Atlantic Records,Marc Perez,Aaron Baker,Jenna Williamson
SP3596,Science public.,Susan Thomas,Happy.,Pop,24/04/2001,242,29,80601436,Spanish,Yes,Universal Music,Tara Scott,Stephen Salazar,Chase Ingram
SP3597,Decide democratic enough.,Bradley Ward,Person right.,Pop,29/05/2016,199,27,95594435,Japanese,Yes,Atlantic Records,Russell Newman,Morgan Parsons,Riley Miranda
SP3598,Analysis power.,Todd Salazar,Believe.,Classical,25/10/1998,201,48,3958231,English,Yes,Universal Music,Trevor Torres,Amy Silva,Donald Vasquez
SP3599,Blood economic.,Paul Mckinney,Result prove.,Folk,26/10/1997,148,42,71613857,English,Yes,Indie,Adam Henderson,Gina White,Scott Santos
SP3600,Think street great.,Jacqueline Smith,Organization.,Hip-Hop,27/12/2021,208,67,82103823,English,Yes,Warner Music,Erin Watts,Abigail Liu,Jeffrey Heath
SP3601,Education guy.,Tonya Wilson,Generation water.,Hip-Hop,11/12/2023,169,25,56659437,German,Yes,Atlantic Records,Brandy Brown,James Mayer,Joseph Chase
SP3602,Public reveal.,Michael Rhodes,Magazine.,Pop,06/01/2015,235,76,6556033,French,No,Sony Music,Danielle Horn,Michael Bartlett,Claudia Woods
SP3603,Energy economic director.,Philip Burns,Behavior.,R&B,03/01/2009,219,49,77222111,Italian,No,Universal Music,Kristie Kennedy,Troy Simpson,Carl Joseph
SP3604,Create himself.,Steven Landry,In.,Hip-Hop,22/09/1996,171,85,22664613,English,No,Warner Music,Eric Jones,Mark Johnson,Linda Robles DDS
SP3605,Administration race example.,Laura Cannon,Could.,Hip-Hop,25/04/2010,318,86,85750594,English,No,Sony Music,Henry Vazquez,Raymond Gay,Jose Williams
SP3606,Training imagine during.,Madison Henderson,Enjoy rise.,Pop,23/10/2014,103,73,53337140,Spanish,Yes,Warner Music,Charles Howard,Brett Jensen,Jimmy Brooks
SP3607,Over seat.,Candace Bennett,Democrat Republican.,Hip-Hop,23/01/2009,225,29,88629760,English,No,Warner Music,Robert Hensley,Brian Martinez,Michael Rodgers
SP3608,Bank.,Jennifer Roberts,Involve situation.,Hip-Hop,28/10/2016,336,70,17084132,English,No,Atlantic Records,Erica Patel,James Frost,Dr. David Lopez MD
SP3609,He little.,Jonathan Brown,Would special.,Hip-Hop,19/10/2005,237,12,78301176,English,Yes,Def Jam,Douglas Coleman,David Cantrell,Jeffrey Tyler
SP3610,Page student.,John Cox,Girl.,Electronic,25/01/2024,240,35,88462879,French,Yes,Warner Music,Kimberly Banks,Sandra White,Robert Ford
SP3611,Would eye.,Elizabeth Huang,Bit do.,Pop,22/07/2010,315,44,67617649,English,No,Universal Music,Brian Long,Victoria Villegas,Elizabeth Mitchell
SP3612,Determine collection.,James Meyers,Structure.,Hip-Hop,27/12/2000,249,27,96630807,English,No,Indie,Randy Mendez,George Moore,Lisa Dean
SP3613,Employee.,Kristen Jenkins,Economy fast.,Jazz,06/08/2006,169,43,71909334,German,No,Sony Music,Mrs. Alyssa Cobb,Thomas Greene,Hunter Hoffman
SP3614,Recognize go cell.,Peggy Parker,Value first.,Hip-Hop,22/11/1999,193,49,81571772,Spanish,Yes,Indie,Elizabeth Miranda,Dr. Terri Medina,Janice Morris
SP3615,Edge design send.,Tony Pruitt,Stop.,Electronic,22/08/2021,298,95,17464321,English,Yes,Warner Music,Katherine Madden,Mercedes Hayes DDS,Terrance Harris
SP3616,Central play.,Hannah Green,Step.,Pop,28/12/2019,283,89,42374727,English,No,Sony Music,Yvette Dyer,Terri Bennett,Henry Walter
SP3617,Peace either.,Jennifer Ewing,Great.,Jazz,29/03/2012,204,49,56690054,English,Yes,Def Jam,Jessica Vasquez MD,Donald Chambers,Julia Murphy
SP3618,Language director tough.,Samuel Moore,Detail born.,Pop,03/06/2000,258,61,88751048,English,Yes,Warner Music,Lauren Cordova,Thomas Ryan,Desiree Bush
SP3619,Record health.,Henry Anderson,Training present.,Hip-Hop,31/12/2020,244,33,8595470,English,Yes,Warner Music,Michael Hubbard,Krystal West,Jay Wilson
SP3620,Sing citizen just.,Brian Mack,Make near.,Hip-Hop,23/12/2014,202,61,11439999,English,No,Atlantic Records,James Bradley,Kim Mcdaniel,Steven Scott
SP3621,Group this common.,Sandra Smith,East certain.,Pop,06/02/2009,278,48,10266028,German,No,Sony Music,Christine Blevins,Cassandra Cox,Louis Hansen
SP3622,Where exist continue.,Kathryn Flores,Market begin.,R&B,25/06/2018,291,37,34018395,Spanish,Yes,Warner Music,Seth Bell,Michael Nelson,Jessica Wilson
SP3623,Form fall.,Jennifer Harrison,Upon question.,Classical,14/07/2003,248,63,99708479,English,Yes,Universal Music,Nicole Thomas,Jordan Fry,Dr. Mercedes Kirby DVM
SP3624,Sound professor different.,Samantha Moreno,Feeling American.,Country,02/02/1995,157,44,87754834,English,No,Def Jam,Richard Henry,Jacob Mcintyre,Dustin Hall
SP3625,Base event.,Michael Clark,Cut give.,Electronic,06/11/2002,186,63,75937085,English,Yes,Def Jam,Savannah Gross,Jennifer Anderson,David Kelly
SP3626,Heart work.,Robert Harris,Address.,Jazz,12/11/2006,234,1,29298846,English,No,Def Jam,Amanda Lee,Andrea Jones,Cynthia Simpson
SP3627,Response middle party magazine.,Ronald Perkins,Window mouth.,Hip-Hop,08/12/1994,314,36,29741588,English,No,Warner Music,Eric Miller,Jason Jones,Mason Mcfarland
SP3628,Guy reflect system.,Carl Bailey,Play.,Classical,25/12/2022,327,48,49375275,Korean,No,Def Jam,Daniel Lowe,Pamela Wilson,Timothy Bryant
SP3629,My any.,Linda Ford,Provide will.,Pop,01/06/2019,265,62,3638291,English,Yes,Sony Music,Gary Johnson,Norma Garcia,Samuel Washington
SP3630,Culture level drug.,Michael Davenport,Skin modern.,Folk,04/04/2018,328,5,66346743,English,No,Sony Music,Vanessa Robinson,Wesley Vega,Sandra Owens
SP3631,Through reveal be.,Shelly Tapia,Contain blood.,Electronic,19/05/1996,251,86,53018161,English,No,Atlantic Records,Julie Lucas,Dana Kennedy,David Myers
SP3632,Idea clear.,Rebecca Ward,Game for.,Pop,22/02/2012,199,15,36503703,English,No,Def Jam,Jonathan Long,Ashley Johnson,Valerie Young
SP3633,Along senior theory.,Jaime Collier,Relate race.,Hip-Hop,25/11/2005,196,59,9369454,English,Yes,Def Jam,Shannon Ayala,Nicole Nguyen,Kathryn Oneill
SP3634,Argue bed.,Theresa Beltran,Guess.,Hip-Hop,03/06/2004,215,53,78224331,English,No,Universal Music,Sara Mercado,Catherine Patel,Ashley Todd
SP3635,About senior.,Aaron Quinn,Recently.,Electronic,19/11/2017,262,10,25831899,English,No,Atlantic Records,Kristy Young,Tiffany Smith,Joseph Sherman
SP3636,Then.,Shawn Gomez,Later.,Pop,21/04/2008,178,6,18345144,Korean,No,Indie,Seth Thomas,Jessica Fitzgerald,Margaret Stephens
SP3637,Less.,Debra Santos,Old.,Hip-Hop,03/07/2002,239,9,69543476,English,Yes,Indie,Bailey Patterson,Corey Brennan,Kevin Casey
SP3638,Garden my court.,Ashlee Baker,Gun.,Reggae,06/05/2020,266,34,58981443,English,Yes,Indie,Angela Smith,Maria Orr,Curtis Thomas
SP3639,Radio deal.,Ryan Obrien,Record.,Electronic,30/12/2017,260,15,25351841,German,Yes,Warner Music,Nicole Green,Ashley Phillips,Tommy Taylor
SP3640,Another always.,Morgan Bishop,International everything.,Folk,20/11/2002,328,57,81758321,English,Yes,Def Jam,Ashley Rice,Kenneth Peck,Randy Roberts
SP3641,About force side fact.,Daniel Mendez,Onto.,Country,04/03/2018,366,64,96962982,French,Yes,Sony Music,Theresa Mejia,Kevin Wilson,Kelly Durham
